Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1975799353085514131,https://x.com/LondonLad1967/status/1975799353085514131,"RT @WallStreetApes: Former Canadian Politician from Iran has a warning for America about Muslims

“Iranian here — pro tip for anyone who's…",1821074380228583424,LondonLad1967,True,2385,"South West, England",134943,5099947,"October 8, 2025 at 05:44 AM",Negative
Keir Starmer (UK PM),codomain,1975503897314693457,https://x.com/LondonLad1967/status/1975503897314693457,"RT @ThatAlexWoman: This is clearly an Imam calling for members of his Mosque in Nottingham to massacre white people 

This isn't some sort…",1821074380228583424,LondonLad1967,True,2385,"South West, England",40821,969682,"October 7, 2025 at 10:10 AM",Negative
Keir Starmer (UK PM),codomain,1975498838942396746,https://x.com/LondonLad1967/status/1975498838942396746,"RT @TheBritishIntel: 🚨 BREAKING: THE UK NOW HOLDS THE HORRIFIC TITLE — RAPE CAPITAL OF EUROPE 🇬🇧

Official data shows Britain has the highe…",1821074380228583424,LondonLad1967,True,2385,"South West, England",4327,70640,"October 7, 2025 at 09:50 AM",Negative
Keir Starmer (UK PM),codomain,1975665855171305712,https://x.com/LondonLad1967/status/1975665855171305712,"RT @KingBobIIV: I wonder if a young girl drugged and kidnapped and locked in a room, who jumped to her potential death to escape will make…",1821074380228583424,LondonLad1967,True,2385,"South West, England",13788,273121,"October 7, 2025 at 08:53 PM",Negative
Keir Starmer (UK PM),codomain,1975445916896354365,https://x.com/LondonLad1967/status/1975445916896354365,"RT @EvacTony: Left, Muslim extremist openly calling for Jihad just a few miles from my house, making me feel unsafe for my family and angry…",1821074380228583424,LondonLad1967,True,2385,"South West, England",13562,215499,"October 7, 2025 at 06:19 AM",Negative
Keir Starmer (UK PM),codomain,1975444235823554859,https://x.com/LondonLad1967/status/1975444235823554859,"RT @YossiBenYakar: UK Christians are now being sentenced to two years in prison for preaching in public.

Meanwhile, Muslims are freely pra…",1821074380228583424,LondonLad1967,True,2385,"South West, England",20488,226186,"October 7, 2025 at 06:13 AM",Negative
Keir Starmer (UK PM),codomain,1975443518731788304,https://x.com/LondonLad1967/status/1975443518731788304,"RT @ActionBrexit: LUCY CONNOLLY SAID SOMETHING VERY SIMILAR ON A TWEET, THEN DELETED IT. 

YET THERE ARE IMAMS AROUND THE COUNTRY THAT PREA…",1821074380228583424,LondonLad1967,True,2385,"South West, England",11750,150065,"October 7, 2025 at 06:10 AM",Negative
Keir Starmer (UK PM),codomain,1975575913812402459,https://x.com/LondonLad1967/status/1975575913812402459,"RT @CharlotteCGill: How did Nadia Yahlom receive taxpayer funding for her PhD?

Some information on the programme she went through (Techne)…",1821074380228583424,LondonLad1967,True,2385,"South West, England",7978,201075,"October 7, 2025 at 02:56 PM",Negative
Keir Starmer (UK PM),codomain,1975574691428659365,https://x.com/LondonLad1967/status/1975574691428659365,"RT @jodymcintyre_: EXCLUSIVE: Over the weekend, I have been contacted by THREE Labour whistleblowers.

Their allegations about Morgan McSwe…",1821074380228583424,LondonLad1967,True,2385,"South West, England",6988,545548,"October 7, 2025 at 02:51 PM",Negative
Keir Starmer (UK PM),codomain,1975565132865655004,https://x.com/LondonLad1967/status/1975565132865655004,RT @elonmusk: Precisely,1821074380228583424,LondonLad1967,True,2385,"South West, England",187248,19415171,"October 7, 2025 at 02:13 PM",Negative
Keir Starmer (UK PM),codomain,1975558892932506000,https://x.com/LondonLad1967/status/1975558892932506000,"RT @realMaalouf: Syrian refugee in Germany:

“I hate German people. I want to slaughter them. I just don’t do it because I don’t want to go…",1821074380228583424,LondonLad1967,True,2385,"South West, England",60679,1384294,"October 7, 2025 at 01:48 PM",Negative
Keir Starmer (UK PM),codomain,1975556144904217021,https://x.com/LondonLad1967/status/1975556144904217021,"RT @Basil_TGMD: 🚨BREAKING: MAN ARRESTED FOR ARSON ATTACK ON MOSQUE IS MUSLIM

43-year-old, Arif Ali Rafiq has been charged in connection wi…",1821074380228583424,LondonLad1967,True,2385,"South West, England",26839,756894,"October 7, 2025 at 01:37 PM",Negative
Keir Starmer (UK PM),codomain,1975071244711243847,https://x.com/LondonLad1967/status/1975071244711243847,"RT @Basil_TGMD: 🚨Former Labour MP admits Labour Party DID cover up grooming gangs

He says he was instructed by the Chair of the Parliament…",1821074380228583424,LondonLad1967,True,2385,"South West, England",17477,194648,"October 6, 2025 at 05:30 AM",Negative
Keir Starmer (UK PM),codomain,1975067327952728322,https://x.com/LondonLad1967/status/1975067327952728322,"RT @LNallalingham: 🚨 BREAKING NEWS: On Wednesday 8th October, Labour will table a motion at Tower Hamlets Council, backed by the Aspire Cou…",1821074380228583424,LondonLad1967,True,2385,"South West, England",7775,398760,"October 6, 2025 at 05:15 AM",Negative
Keir Starmer (UK PM),codomain,1974728531096797408,https://x.com/LondonLad1967/status/1974728531096797408,"RT @therealmissjo: What is going on in the NHS?

The Times did a quick review of doctors and their record overseas.

They found 22 doctors…",1821074380228583424,LondonLad1967,True,2385,"South West, England",15000,514746,"October 5, 2025 at 06:49 AM",Negative
Keir Starmer (UK PM),codomain,1974561467014983762,https://x.com/LondonLad1967/status/1974561467014983762,"RT @benonwine: This is Green Councillor Mothin Ali praising the October 7th terrorist attacks. 

This is what the Green Party stands for an…",1821074380228583424,LondonLad1967,True,2385,"South West, England",3367,54229,"October 4, 2025 at 07:45 PM",Negative
Keir Starmer (UK PM),codomain,1976182969216925864,https://x.com/38Games0Defeats/status/1976182969216925864,"RT @BGatesIsaPyscho: This Muslim Man who broke a Female Police Officers Nose still hasn’t been sentenced &amp; roams the streets freely.

Meanw…",1551683846525140992,38Games0Defeats,False,1558,,45754,544307,"October 9, 2025 at 07:08 AM",Negative
Keir Starmer (UK PM),codomain,1976182818838544690,https://x.com/38Games0Defeats/status/1976182818838544690,"RT @GBNEWS: 'I will not be having digital ID put me in prison. Not a problem. I will not be having digital ID and I really mean it!'

@Nige…",1551683846525140992,38Games0Defeats,False,1558,,15891,433593,"October 9, 2025 at 07:07 AM",Negative
Keir Starmer (UK PM),codomain,1976181576875823585,https://x.com/38Games0Defeats/status/1976181576875823585,"RT @Basil_TGMD: A homeless veteran in Sunderland has made his bed in a bus stop.

Meanwhile illegal migrants are given 4 star hotels to liv…",1551683846525140992,38Games0Defeats,False,1558,,20758,985054,"October 9, 2025 at 07:02 AM",Negative
Keir Starmer (UK PM),codomain,1976327336380465582,https://x.com/38Games0Defeats/status/1976327336380465582,RT @NoToDigitalID: 🚨What Sir Kier and Modi forget to tell you is that since 2023 over 800M Indian personal details have been for sale on th…,1551683846525140992,38Games0Defeats,False,1558,,672,7295,"October 9, 2025 at 04:42 PM",Negative
Keir Starmer (UK PM),codomain,1976326245576212549,https://x.com/38Games0Defeats/status/1976326245576212549,RT @TRobinsonNewEra: Patrick Christys presents shocking new footage revealing human traffickers operating openly on social media-allegedly…,1551683846525140992,38Games0Defeats,False,1558,,1508,39274,"October 9, 2025 at 04:37 PM",Negative
Keir Starmer (UK PM),codomain,1976326198591619471,https://x.com/38Games0Defeats/status/1976326198591619471,"RT @darrengrimes_: Britain faces tight energy supplies this winter, again.

Why? Because we refuse to drill our own gas, even though we’re…",1551683846525140992,38Games0Defeats,False,1558,,2639,46698,"October 9, 2025 at 04:37 PM",Negative
Keir Starmer (UK PM),codomain,1976059780226744463,https://x.com/38Games0Defeats/status/1976059780226744463,"RT @Nigel_Farage: We need to talk about Gary Neville. 

He is insulting the same people who pay his wages. https://t.co/zU3jp1X3Ec",1551683846525140992,38Games0Defeats,False,1558,,30956,2044932,"October 8, 2025 at 10:58 PM",Negative
Keir Starmer (UK PM),codomain,1976057429000409109,https://x.com/38Games0Defeats/status/1976057429000409109,"RT @MPIainDS: Yet more evidence that Starmer is not telling the truth about the collasped China spy case. 👇
The Labour government’s excuse…",1551683846525140992,38Games0Defeats,False,1558,,4919,397470,"October 8, 2025 at 10:49 PM",Negative
Keir Starmer (UK PM),codomain,1976323390077362363,https://x.com/PaulJSebastian/status/1976323390077362363,RT @TexasRepublic71: This is done on purpose and needs investigated @HarmeetKDhillon,49513253,PaulJSebastian,True,120,Philadelphia,7303,100806,"October 9, 2025 at 04:26 PM",Negative
Keir Starmer (UK PM),codomain,1976323043174777000,https://x.com/PaulJSebastian/status/1976323043174777000,RT @Rightanglenews: BREAKING - Delta Airlines is facing massive backlash as customers boycott and demand refunds after the airline refused…,49513253,PaulJSebastian,True,120,Philadelphia,15790,333629,"October 9, 2025 at 04:25 PM",Negative
Keir Starmer (UK PM),codomain,1976322558216782070,https://x.com/PaulJSebastian/status/1976322558216782070,"RT @C_3C_3: This person was arrested during a violent riot by international terrorist organization Antifa.

He’s also the transgender son o…",49513253,PaulJSebastian,True,120,Philadelphia,19428,255959,"October 9, 2025 at 04:23 PM",Negative
Keir Starmer (UK PM),codomain,1976322511806845440,https://x.com/PaulJSebastian/status/1976322511806845440,"RT @RepThomasMassie: I agree with Joel Salatin on EATS Act.

Regulating animal welfare is not an enumerated power of the federal government…",49513253,PaulJSebastian,True,120,Philadelphia,1373,44888,"October 9, 2025 at 04:22 PM",Negative
Keir Starmer (UK PM),codomain,1976322239189647733,https://x.com/PaulJSebastian/status/1976322239189647733,"RT @Sadie_NC: Chicago resident bringing the heat.
🔥🔥 https://t.co/6w2oMfgC1y",49513253,PaulJSebastian,True,120,Philadelphia,64376,854514,"October 9, 2025 at 04:21 PM",Negative
Keir Starmer (UK PM),codomain,1976321465722208406,https://x.com/PaulJSebastian/status/1976321465722208406,RT @elonmusk: Protesting attempted rape is punished more than attempted rape in Britain …,49513253,PaulJSebastian,True,120,Philadelphia,298006,26152871,"October 9, 2025 at 04:18 PM",Negative
Keir Starmer (UK PM),codomain,1976321182514414003,https://x.com/PaulJSebastian/status/1976321182514414003,RT @SenJoniErnst: I’ve identified $2 trillion worth of non-essential government expenditures for @russvought to cut during the Schumer Shut…,49513253,PaulJSebastian,True,120,Philadelphia,34229,317528,"October 9, 2025 at 04:17 PM",Negative
Keir Starmer (UK PM),codomain,1976319841385709676,https://x.com/PaulJSebastian/status/1976319841385709676,"RT @MsMelChen: Talk about a redemption arc 

Andy Ngo is one of those people who I had to constantly justify my friendship with because peo…",49513253,PaulJSebastian,True,120,Philadelphia,25507,869681,"October 9, 2025 at 04:12 PM",Negative
Keir Starmer (UK PM),codomain,1976319525793792385,https://x.com/PaulJSebastian/status/1976319525793792385,"RT @mattgaetz: $7,000",49513253,PaulJSebastian,True,120,Philadelphia,129080,9036207,"October 9, 2025 at 04:11 PM",Negative
Keir Starmer (UK PM),codomain,1976026544783917191,https://x.com/korfuli/status/1976026544783917191,"RT @nogulagsagain: Trump:

“Muslim Immigration is killing Europe.”

Press ❤️ if you agree https://t.co/wtveMHCY0J",3327340431,korfuli,False,249,,65343,518179,"October 8, 2025 at 08:46 PM",Negative
Keir Starmer (UK PM),codomain,1976023513883640042,https://x.com/korfuli/status/1976023513883640042,"RT @RealJamesWoods: The monster who murdered this child stabbed him in the head so hard, the blade bent. 

The monster was set free. https:…",3327340431,korfuli,False,249,,97928,3376898,"October 8, 2025 at 08:34 PM",Negative
Keir Starmer (UK PM),codomain,1975696747096572139,https://x.com/korfuli/status/1975696747096572139,RT @RadioGenoa: The fake asylum seeker with the lighter near the gas pipes in Florence wants to blow everything up. https://t.co/PHD7NTGFYK,3327340431,korfuli,False,249,,90895,7414656,"October 7, 2025 at 10:56 PM",Negative
Keir Starmer (UK PM),codomain,1975688562126561633,https://x.com/korfuli/status/1975688562126561633,RT @llandoniffirg: Wait for it!🤣🤣🤣🤣🤣🤣🤣 https://t.co/wbsT4FsJBf,3327340431,korfuli,False,249,,90834,4340636,"October 7, 2025 at 10:23 PM",Negative
Keir Starmer (UK PM),codomain,1976027614637961472,https://x.com/julienash72/status/1976027614637961472,"RT @simonsquibb: I wish I didn’t have to write this.

But if you’re a parent in England… this affects you.

The government’s new ‘Children’…",1859230843123736576,julienash72,False,154,,3376,356509,"October 8, 2025 at 08:51 PM",Negative
Keir Starmer (UK PM),codomain,1975805346364203048,https://x.com/julienash72/status/1975805346364203048,RT @Suffragent_: Three Epping protesters have been jailed - getting LONGER sentences than the migrant who sparked the disorder by assaultin…,1859230843123736576,julienash72,False,154,,31460,27044052,"October 8, 2025 at 06:07 AM",Negative
Keir Starmer (UK PM),codomain,1975924146279161892,https://x.com/julienash72/status/1975924146279161892,"RT @andie1105: On Friday, I was being stared at by a man on a train from Stevenage to London Bridge. At London Bridge, he came very close t…",1859230843123736576,julienash72,False,154,,33878,1603810,"October 8, 2025 at 02:00 PM",Negative
Keir Starmer (UK PM),codomain,1975519834705138021,https://x.com/julienash72/status/1975519834705138021,"RT @realrikkidoolan: We are absolutely expecting you to act on this @nottspolice. 

It’s a clear incitement to violence, it happened in you…",1859230843123736576,julienash72,False,154,,14669,238318,"October 7, 2025 at 11:13 AM",Negative
Keir Starmer (UK PM),codomain,1975519214061469769,https://x.com/julienash72/status/1975519214061469769,RT @nice_cuppa: This revolting woman cut down yellow ribbons for the hostages in Muswell Hill this morning. After many people confronted he…,1859230843123736576,julienash72,False,154,,21776,925963,"October 7, 2025 at 11:10 AM",Negative
Keir Starmer (UK PM),codomain,1975518397875044380,https://x.com/julienash72/status/1975518397875044380,"RT @RobertJenrick: I have uncovered over 30 immigration judges with links to open borders charities. 

It is now beyond any doubt that a de…",1859230843123736576,julienash72,False,154,,81162,2226611,"October 7, 2025 at 11:07 AM",Negative
Keir Starmer (UK PM),codomain,1975606061475430891,https://x.com/julienash72/status/1975606061475430891,"RT @Basil_TGMD: 🚨NHS STAFF ENCOURAGED TO CONVERT TO ISLAM

'NHS staff have been told that converting to Islam would be the ""best decision y…",1859230843123736576,julienash72,False,154,,15163,371900,"October 7, 2025 at 04:56 PM",Negative
Keir Starmer (UK PM),codomain,1975605824371204585,https://x.com/julienash72/status/1975605824371204585,"RT @VividProwess: Jewish women were tied to trees, their mouths blocked, while they were raped and tortured by Hamas on October 7th, just b…",1859230843123736576,julienash72,False,154,,47547,950683,"October 7, 2025 at 04:55 PM",Negative
Keir Starmer (UK PM),codomain,1975335333307842925,https://x.com/julienash72/status/1975335333307842925,RT @ABridgen: Some members of South Yorkshire police raped and sexually abused the underage girls who went to them to report the crimes tha…,1859230843123736576,julienash72,False,154,,1997,32794,"October 6, 2025 at 11:00 PM",Negative
Keir Starmer (UK PM),codomain,1975143766488125905,https://x.com/julienash72/status/1975143766488125905,RT @WatchdogTh96012: UK Home Secretary Shabana Mahmood seen here welcoming illegals arriving by boat.  How can UK citizens have any faith i…,1859230843123736576,julienash72,False,154,,13317,175719,"October 6, 2025 at 10:19 AM",Negative
Keir Starmer (UK PM),codomain,1975142024040124479,https://x.com/julienash72/status/1975142024040124479,"RT @TRobinsonNewEra: Two machetes recovered during a stop and search at Euston Station. 

Sadiq Khan vowed to cut stop and search.

He's de…",1859230843123736576,julienash72,False,154,,29696,768247,"October 6, 2025 at 10:12 AM",Negative
Keir Starmer (UK PM),codomain,1975188068870115455,https://x.com/julienash72/status/1975188068870115455,"RT @Basil_TGMD: 🚨Former Labour MP admits Labour Party DID cover up grooming gangs

He says he was instructed by the Chair of the Parliament…",1859230843123736576,julienash72,False,154,,17477,194648,"October 6, 2025 at 01:15 PM",Negative
Keir Starmer (UK PM),codomain,1975187082185486376,https://x.com/julienash72/status/1975187082185486376,RT @LeilaniDowding: I’ve got no words…. This is soul destroying,1859230843123736576,julienash72,False,154,,10141,205403,"October 6, 2025 at 01:11 PM",Negative
Keir Starmer (UK PM),codomain,1975185380233142436,https://x.com/julienash72/status/1975185380233142436,RT @ABridgen: I am ‘deeply concerned’ at the appointment of @ShabanaMahmood as UK Home Secretary.,1859230843123736576,julienash72,False,154,,19867,343287,"October 6, 2025 at 01:04 PM",Negative
Keir Starmer (UK PM),codomain,1974870774180905295,https://x.com/julienash72/status/1974870774180905295,"RT @TheBritLad: Punishment for raping a child:

🇮🇳 India - Death penalty
🇵🇰 Pakistan - Death penalty
🇸🇦 Saudi Arabia - Public beheading
🇰🇵…",1859230843123736576,julienash72,False,154,,72022,1515364,"October 5, 2025 at 04:14 PM",Negative
Keir Starmer (UK PM),codomain,1976118166423220282,https://x.com/jfitzge55/status/1976118166423220282,RT @NotFarLeftAtAll: The woman who cut down the yellow ribbons for the hostages in Muswell Hill yesterday has been identified as Nadia Yaha…,857629173858394113,jfitzge55,True,1177,,24202,510918,"October 9, 2025 at 02:51 AM",Negative
Keir Starmer (UK PM),codomain,1976031376521691286,https://x.com/jfitzge55/status/1976031376521691286,RT @EYakoby: BREAKING: The Islamist calling for acts of terrorism in America has been reportedly identified as Harvard graduate student Abd…,857629173858394113,jfitzge55,True,1177,,66344,1776845,"October 8, 2025 at 09:06 PM",Negative
Keir Starmer (UK PM),codomain,1975986333479993693,https://x.com/jfitzge55/status/1975986333479993693,Black privilege...,857629173858394113,jfitzge55,True,1177,,0,2,"October 8, 2025 at 06:07 PM",Negative
Keir Starmer (UK PM),codomain,1976309635939205163,https://x.com/capecoral28/status/1976309635939205163,"RT @LauraLoomer: So now that we know every single GOP Senator received a briefing yesterday about how Qatar is running Islamic, pro-terror…",3590271028,capecoral28,True,839,,1340,82712,"October 9, 2025 at 03:31 PM",Negative
Keir Starmer (UK PM),codomain,1976309561792528526,https://x.com/capecoral28/status/1976309561792528526,"RT @LauraLoomer: SCOOP:

High level source in the US Senate tells me that majority of the GOP US Senators attended Senator Rick Scott @SenR…",3590271028,capecoral28,True,839,,2380,93268,"October 9, 2025 at 03:31 PM",Negative
Keir Starmer (UK PM),codomain,1976014182312190424,https://x.com/capecoral28/status/1976014182312190424,"RT @WyronGaines: ♦️Myron says that Muslims are shutting down Time Square and pray with loud speakers to assert dominance!😳☪️

“If a bunch o…",3590271028,capecoral28,True,839,,86688,2212092,"October 8, 2025 at 07:57 PM",Negative
Keir Starmer (UK PM),codomain,1976011176334196762,https://x.com/capecoral28/status/1976011176334196762,"RT @RobertKennedyJr: My beloved aunt Joan Bennett Kennedy, former wife of the late Senator Edward M. Kennedy (D-MA), classical pianist, mus…",3590271028,capecoral28,True,839,,112880,2306031,"October 8, 2025 at 07:45 PM",Negative
Keir Starmer (UK PM),codomain,1976010768098431177,https://x.com/capecoral28/status/1976010768098431177,RT @EYakoby: BREAKING: The Islamist calling for acts of terrorism in America has been reportedly identified as Harvard graduate student Abd…,3590271028,capecoral28,True,839,,66344,1776845,"October 8, 2025 at 07:44 PM",Negative
Keir Starmer (UK PM),codomain,1975931860732760246,https://x.com/capecoral28/status/1975931860732760246,"RT @Sadie_NC: Chicago resident bringing the heat.
🔥🔥 https://t.co/6w2oMfgC1y",3590271028,capecoral28,True,839,,64378,854514,"October 8, 2025 at 02:30 PM",Negative
Keir Starmer (UK PM),codomain,1976106628207309220,https://x.com/ScouserBlue94/status/1976106628207309220,RT @ACSPARTAN1: Accurate https://t.co/vK8uHN1WQ6,1909635734027309056,ScouserBlue94,False,333,"Liverpool, England",8672,76873,"October 9, 2025 at 02:05 AM",Negative
Keir Starmer (UK PM),codomain,1976010365122080814,https://x.com/ScouserBlue94/status/1976010365122080814,🤣🤣🤣,1909635734027309056,ScouserBlue94,False,333,"Liverpool, England",1,71,"October 8, 2025 at 07:42 PM",Negative
Keir Starmer (UK PM),codomain,1975494268954550411,https://x.com/ScouserBlue94/status/1975494268954550411,"RT @EvaVlaar: Hans and Helga have to work till they’re 73 so Mohammed and Fatima + their 8 kids can live a better life. 

And if Hans and H…",1909635734027309056,ScouserBlue94,False,333,"Liverpool, England",103538,2658627,"October 7, 2025 at 09:31 AM",Negative
Keir Starmer (UK PM),codomain,1976328123802321198,https://x.com/carlyfarly69/status/1976328123802321198,"RT @PolitlcsUK: 🚨 NEW: The Government is considering extending digital ID to children as young as 13 

[@DailyMail]",208183005,carlyfarly69,False,1552,London,363,39396,"October 9, 2025 at 04:45 PM",Negative
Keir Starmer (UK PM),codomain,1976318031853912265,https://x.com/carlyfarly69/status/1976318031853912265,RT @lukedepulford: Over the next few days it will become painfully clear that the government deliberately shut down the Westminster spy cas…,208183005,carlyfarly69,False,1552,London,2495,40031,"October 9, 2025 at 04:05 PM",Negative
Keir Starmer (UK PM),codomain,1976006457901584709,https://x.com/carlyfarly69/status/1976006457901584709,"RT @ChristianJMay: NEW: Former Head of Special Crime at the CPS says the current explanation of the China spy case mess simply ""does not ad…",208183005,carlyfarly69,False,1552,London,2010,37237,"October 8, 2025 at 07:27 PM",Negative
Keir Starmer (UK PM),codomain,1975952149080424930,https://x.com/carlyfarly69/status/1975952149080424930,"RT @CPhilpOfficial: Keir Starmer has just lied about the collapse of the China spying trial.

Keir Starmer said that the last Government di…",208183005,carlyfarly69,False,1552,London,5753,205032,"October 8, 2025 at 03:51 PM",Negative
Keir Starmer (UK PM),codomain,1975951861892182403,https://x.com/carlyfarly69/status/1975951861892182403,"RT @NJ_Timothy: Keir Starmer says the Government didn’t deliberately collapse the trial of two men who spied for China.

Stephen Parkinson,…",208183005,carlyfarly69,False,1552,London,7044,125660,"October 8, 2025 at 03:50 PM",Negative
Keir Starmer (UK PM),codomain,1975619035548295660,https://x.com/carlyfarly69/status/1975619035548295660,"RT @JamesMelville: “Under a Labour government we would freeze energy bills. We wouldn’t allow them to go up.”

~ Keir Starmer 

Yet another…",208183005,carlyfarly69,False,1552,London,12668,271517,"October 7, 2025 at 05:47 PM",Negative
Keir Starmer (UK PM),codomain,1975610670239654016,https://x.com/carlyfarly69/status/1975610670239654016,"RT @Basil_TGMD: 🚨BREAKING: MAN ARRESTED FOR ARSON ATTACK ON MOSQUE IS MUSLIM

43-year-old, Arif Ali Rafiq has been charged in connection wi…",208183005,carlyfarly69,False,1552,London,26839,756902,"October 7, 2025 at 05:14 PM",Negative
Keir Starmer (UK PM),codomain,1975588261926957240,https://x.com/carlyfarly69/status/1975588261926957240,"RT @IAmBritishReal: This is sacred British heritage church grounds. 

Firstly Muslims should not be allowed to gather to pray there, and se…",208183005,carlyfarly69,False,1552,London,7301,110063,"October 7, 2025 at 03:45 PM",Negative
Keir Starmer (UK PM),codomain,1975587598308708596,https://x.com/carlyfarly69/status/1975587598308708596,"RT @sophielouisecc: On the anniversary of October 7th and days after a terrorist attack on a synagogue

Uni students are marching in the st…",208183005,carlyfarly69,False,1552,London,7456,82717,"October 7, 2025 at 03:42 PM",Negative
Keir Starmer (UK PM),codomain,1975584562034917714,https://x.com/carlyfarly69/status/1975584562034917714,RT @Conservatives: Keir Starmer doesn't want you to watch this. https://t.co/8UlumFe3hS,208183005,carlyfarly69,False,1552,London,2395,468486,"October 7, 2025 at 03:30 PM",Negative
Keir Starmer (UK PM),codomain,1976240717149376766,https://x.com/larryronaldpar1/status/1976240717149376766,"RT @GBNEWS: 15 of the last 20 terror attacks in Britain have been by Islamists. It cannot continue - Paul Embery

https://t.co/G1XOIWyfce",1402976212880855048,larryronaldpar1,True,1785,,1267,17598,"October 9, 2025 at 10:57 AM",Negative
Keir Starmer (UK PM),codomain,1976034385234448595,https://x.com/larryronaldpar1/status/1976034385234448595,"RT @Basil_TGMD: 🚨PRIMARY SCHOOL IN LOCKDOWN AFTER MASKED MEN WITH WEAPONS THREATEN TEACHERS AND CHILDREN

Men wearing balaclavas and carryi…",1402976212880855048,larryronaldpar1,True,1785,,5967,333583,"October 8, 2025 at 09:18 PM",Negative
Keir Starmer (UK PM),codomain,1976008417958314303,https://x.com/larryronaldpar1/status/1976008417958314303,"RT @Nigel_Farage: The British public think Britain is broken. 

We need Reform more than ever. https://t.co/iwqlwICHxC",1402976212880855048,larryronaldpar1,True,1785,,7016,142731,"October 8, 2025 at 07:34 PM",Negative
Keir Starmer (UK PM),codomain,1975690733215478264,https://x.com/larryronaldpar1/status/1975690733215478264,"RT @GBNEWS: 'One child said, ""I’m Christian, I don’t pray to Allah"", the response was, ""By Year 6 you’ll all be Muslim"".'

Reform UK counci…",1402976212880855048,larryronaldpar1,True,1785,,22993,852053,"October 7, 2025 at 10:32 PM",Negative
Keir Starmer (UK PM),codomain,1974290208553341021,https://x.com/larryronaldpar1/status/1974290208553341021,"RT @GBNEWS: '40,000 jihadis on the watchlist, how the hell is MI5 meant to cope with those numbers?'

Louise Mensch says we’re ignoring a c…",1402976212880855048,larryronaldpar1,True,1785,,4116,66911,"October 4, 2025 at 01:47 AM",Negative
Keir Starmer (UK PM),codomain,1974216917431783643,https://x.com/larryronaldpar1/status/1974216917431783643,"RT @nicolelampert: I have never seen my community so angry as they were today shouting 
‘shame on you’ at David Lammy. 
What an absolute to…",1402976212880855048,larryronaldpar1,True,1785,,17506,455840,"October 3, 2025 at 08:56 PM",Negative
Keir Starmer (UK PM),codomain,1105144994237575168,https://x.com/shahpramod_1999/status/1105144994237575168,"सौगंध मुझे इस मिट्टी की मैं देश नहीं मिटने दूंगा, मैं देश नहीं रुकने दूंगा, मैं देश नहीं झुकने दूंगा
https://t.co/ajsflnngqe
via NaMo App",490479325,shahpramod_1999,True,109,,0,0,"March 11, 2019 at 04:34 PM",Negative
Keir Starmer (UK PM),codomain,1976232694104326516,https://x.com/asmatshal85308/status/1976232694104326516,"RT @LeilaniDowding: Ross Kemp speaks to men from a totally different culture .

He asks how they feel about rape +  the consequences: 

The…",1842993236807471104,asmatshal85308,False,1000,"Celt, 100% Welsh",19409,846502,"October 9, 2025 at 10:26 AM",Negative
Keir Starmer (UK PM),codomain,1975991273573019905,https://x.com/asmatshal85308/status/1975991273573019905,RT @Thierrysboots: @Keir_Starmer https://t.co/zbQTs2H6da,1842993236807471104,asmatshal85308,False,1000,"Celt, 100% Welsh",84,865,"October 8, 2025 at 06:26 PM",Negative
Keir Starmer (UK PM),codomain,1975977813716214178,https://x.com/asmatshal85308/status/1975977813716214178,RT @elonmusk: Protesting attempted rape is punished more than attempted rape in Britain …,1842993236807471104,asmatshal85308,False,1000,"Celt, 100% Welsh",298026,26152871,"October 8, 2025 at 05:33 PM",Negative
Keir Starmer (UK PM),codomain,1976256655214968948,https://x.com/Sarah6168285824/status/1976256655214968948,RT @NoToDigitalID: 🚨What Sir Kier and Modi forget to tell you is that since 2023 over 800M Indian personal details have been for sale on th…,1635615714575892480,Sarah6168285824,False,277,Away to the West.,674,7300,"October 9, 2025 at 12:01 PM",Negative
Keir Starmer (UK PM),codomain,1975864728166555858,https://x.com/Sarah6168285824/status/1975864728166555858,RT @GuidoFawkes: EXC: Full Dossier of Powell’s Extensive Meetings with Chinese Communist Officials Revealed https://t.co/0tp8xaxwGX https:/…,1635615714575892480,Sarah6168285824,False,277,Away to the West.,1038,87658,"October 8, 2025 at 10:03 AM",Negative
Keir Starmer (UK PM),codomain,1976018854209044648,https://x.com/Sarah6168285824/status/1976018854209044648,"RT @SBarrettBar: The Prime Minister sided with China

Against Britain.

I suggest he goes. Now.",1635615714575892480,Sarah6168285824,False,277,Away to the West.,7284,109715,"October 8, 2025 at 08:16 PM",Negative
Keir Starmer (UK PM),codomain,1975967421124190577,https://x.com/Sarah6168285824/status/1975967421124190577,"RT @AllisonPearson: On 7 October, I think of Shari Mendes and the team of women who dealt so tenderly with the girls’ bodies.
  Faces shot,…",1635615714575892480,Sarah6168285824,False,277,Away to the West.,6385,83913,"October 8, 2025 at 04:51 PM",Negative
Keir Starmer (UK PM),codomain,1975532683439596003,https://x.com/Sarah6168285824/status/1975532683439596003,🧐,1635615714575892480,Sarah6168285824,False,277,Away to the West.,0,26,"October 7, 2025 at 12:04 PM",Negative
